연번,과목명,책형,1번,2번,3번,4번,5번,6번,7번,8번,9번,10번,11번,12번,13번,14번,15번,16번,17번,18번,19번,20번
1,건축계획,②,1,3,2,1,4,2,3,2,1,3,2,4,3,3,4,4,2,1,3,2
,,④,2,4,3,3,4,4,2,1,3,2,1,3,2,1,4,2,3,2,1,3
2,건축구조,②,4,2,2,1,1,2,4,3,1,2,4,2,3,4,4,1,4,2,2,3
,,④,4,2,3,4,4,1,4,2,2,3,4,2,2,1,1,2,4,3,1,2
3,경제학개론,②,2,3,2,4,1,1,4,3,3,2,1,4,2,4,3,1,2,4,2,2
,,④,1,4,2,4,3,1,2,4,2,2,2,3,2,4,1,1,4,3,3,2
4,공업화학,②,2,2,3,1,3,4,3,3,1,1,4,4,1,4,2,3,4,2,3,2
,,④,4,4,1,4,2,3,4,2,3,2,2,2,3,1,3,4,3,3,1,1
5,공직선거법,②,4,3,2,2,3,3,4,3,1,4,4,3,3,1,2,4,4,2,4,4
,,④,4,3,3,1,2,4,4,2,4,4,4,3,2,2,3,3,4,3,1,4
6,과학,②,4,3,1,1,4,3,2,4,3,1,1,4,3,2,4,2,4,3,2,1
,,④,1,4,3,2,4,2,4,3,2,1,4,3,1,1,4,3,2,4,3,1
7,관세법개론,②,1,2,1,2,4,3,4,4,1,3,2,2,2,2,1,1,3,4,3,4
,,④,2,2,2,2,1,1,3,4,3,4,1,2,1,2,4,3,4,4,1,3
8,교육학개론,②,1,3,2,4,1,3,4,2,2,4,2,1,3,1,3,3,1,3,2,4
,,④,2,1,3,1,3,3,1,3,2,4,1,3,2,4,1,3,4,2,2,4
9,교정학개론,②,3,1,3,2,3,2,2,2,3,4,4,4,3,3,4,4,1,4,4,1
,,④,4,4,3,3,4,4,1,4,4,1,3,1,3,2,3,2,2,2,3,4
10,국어,②,2,1,4,1,2,3,3,3,2,2,4,2,1,4,3,3,2,4,2,1
,,④,4,2,1,4,3,3,2,4,2,1,2,1,4,1,2,3,3,3,2,2
11,국제법개론,②,4,4,3,1,1,1,4,1,3,3,4,1,4,2,2,2,4,3,2,2
,,④,4,1,4,2,2,2,4,3,2,2,4,4,3,1,1,1,4,1,3,3
12,기계설계,②,3,1,4,3,3,2,2,1,4,3,1,2,1,1,2,4,4,3,2,1
,,④,1,2,1,1,2,4,4,3,2,1,3,1,4,3,3,2,2,1,4,3
13,기계일반,②,1,1,2,1,3,2,3,1,3,2,4,4,4,2,4,2,3,2,4,3
,,④,4,4,4,2,4,2,3,2,4,3,1,1,2,1,3,2,3,1,3,2
14,네트워크보안,②,2,3,3,4,4,1,4,2,2,4,3,1,2,1,4,3,1,3,1,3
,,④,3,1,2,1,4,3,1,3,1,3,2,3,3,4,4,1,4,2,2,4
15,무선공학개론,②,4,1,2,3,3,2,1,1,4,2,3,2,4,4,1,1,2,2,3,4
,,④,3,2,4,4,1,1,2,2,3,4,4,1,2,3,3,2,1,1,4,2
16,사회,②,1,2,3,3,4,1,1,4,3,4,3,2,4,3,1,2,1,2,4,3
,,④,3,2,4,3,1,2,1,2,4,3,1,2,3,3,4,1,1,4,3,4
17,사회복지학개론,②,2,3,4,4,3,1,3,1,4,1,2,4,4,2,1,2,3,2,4,3
,,④,2,4,4,2,1,2,3,2,4,3,2,3,4,4,3,1,3,1,4,1
18,세법개론,②,3,3,3,2,2,2,2,2,1,4,4,3,4,2,3,4,2,1,4,1
,,④,4,3,4,2,3,4,2,1,4,1,3,3,3,2,2,2,2,2,1,4
19,수학,②,3,3,2,3,1,4,2,3,4,2,2,4,2,1,4,1,1,정답
없음,1,2
,,④,2,4,2,1,4,1,1,정답
없음,1,2,3,3,2,3,1,4,2,3,4,2
20,식용작물,②,1,1,3,1,2,4,3,3,4,2,2,2,3,4,1,4,1,3,2,4
,,④,2,2,3,4,1,4,1,3,2,4,1,1,3,1,2,4,3,3,4,2
