연번,과목명,책형,1번,2번,3번,4번,5번,6번,7번,8번,9번,10번,11번,12번,13번,14번,15번,16번,17번,18번,19번,20번
1,건축계획학,나,1,1,3,2,4,4,2,3,4,4,3,2,1,3,4,3,2,1,1,3
,,마,4,1,3,3,4,4,3,3,4,4,2,2,1,2,4,3,3,1,1,3
2,건축구조학,나,1,4,3,4,2,3,2,1,3,2,2,3,4,3,1,4,1,2,4,3
,,마,4,4,3,1,2,3,3,1,3,2,3,3,4,2,1,4,4,2,4,3
3,건축시공학,나,4,4,1,4,2,1,1,4,1,3,1,2,3,2,2,4,3,3,3,2
,,마,1,4,1,1,2,1,4,4,1,3,4,2,3,3,2,4,2,3,3,2
4,경영학,나,1,1,3,4,1,3,3,2,1,2,2,3,4,1,2,3,1,4,4,2
,,마,4,1,3,1,1,3,2,2,1,2,3,3,4,4,2,3,4,4,4,2
5,경제학,나,1,3,1,3,4,4,1,4,3,2,4,2,2,1,1,4,3,2,1,3
,,마,4,3,1,2,4,4,4,4,3,2,1,2,2,4,1,4,2,2,1,3
6,공직선거법,나,4,4,1,1,2,3,4,3,1,4,1,2,3,2,2,3,4,4,1,3
,,마,1,4,1,4,2,3,1,3,1,4,4,2,3,3,2,3,1,4,1,3
7,관세법,나,3,2,1,3,2,4,1,3,1,1,4,2,4,2,2,2,4,3,3,4
,,마,2,2,1,2,2,4,4,3,1,1,1,2,4,3,2,2,1,3,3,4
8,교육학,나,1,3,2,1,2,4,4,3,1,1,3,3,2,4,2,3,4,2,4,3
,,마,4,3,2,4,2,4,1,3,1,1,2,3,2,1,2,3,1,2,4,3
9,교정학,나,3,3,1,4,1,3,4,2,3,3,2,2,4,1,4,4,2,1,3,4
,,마,2,3,1,1,1,3,1,2,3,3,3,2,4,4,4,4,3,1,3,4
10,국어,나,2,4,1,3,3,4,2,3,3,1,4,2,4,3,2,1,3,1,2,4
,,마,3,4,1,2,3,4,3,3,3,1,1,2,4,2,2,1,2,1,2,4
11,국제법,나,3,2,1,3,1,1,3,4,4,2,2,4,3,4,2,1,4,4,3,4
,,마,2,2,1,2,1,1,2,4,4,2,3,4,3,1,2,1,1,4,3,4
12,국제정치학,나,2,1,1,4,3,1,4,2,2,3,2,4,3,1,4,4,2,4,2,3
,,마,3,1,1,1,3,1,1,2,2,3,3,4,3,4,4,4,3,4,2,3
13,기계공작법,나,1,3,2,3,2,2,4,3,1,3,4,1,3,1,2,1,4,4,3,3
,,마,4,3,2,2,2,2,1,3,1,3,1,1,3,4,2,1,1,4,3,3
14,기계설계,나,2,2,1,4,3,2,3,1,1,2,2,1,4,4,3,4,1,1,3,4
,,마,3,2,1,1,3,2,2,1,1,2,3,1,4,1,3,4,4,1,3,4
연번,과목명,책형,1번,2번,3번,4번,5번,6번,7번,8번,9번,10번,11번,12번,13번,14번,15번,16번,17번,18번,19번,20번
15,노동법,나,3,1,1,3,4,2,3,1,3,1,2,1,2,3,2,4,4,4,3,4
,,마,2,1,1,2,4,2,2,1,3,1,3,1,2,2,2,4,1,4,3,4
16,데이터베이스론,나,1,3,2,3,4,2,4,1,3,4,2,4,3,2,2,1,4,3,4,3
,,마,4,3,2,2,4,2,1,1,3,4,3,4,3,3,2,1,1,3,4,3
17,도시계획,나,3,1,4,2,2,1,4,3,2,4,2,3,2,2,4,4,4,1,1,3
,,마,2,1,4,3,2,1,1,3,2,4,3,3,2,3,4,4,1,1,1,3
18,독어,나,1,3,2,2,4,4,1,4,2,1,1,3,3,4,3,1,4,3,2,2
,,마,4,3,2,3,4,4,4,4,2,1,4,3,3,1,3,1,1,3,2,2
19,러시아어,나,4,1,2,3,1,1,4,2,2,3,1,4,3,1,3,3,2,4,4,3
,,마,1,1,2,2,1,1,1,2,2,3,4,4,3,4,3,3,3,4,4,3
20,무역학,나,3,1,4,2,2,3,2,1,4,4,4,3,1,1,2,4,2,3,1,4
,,마,2,1,4,3,2,3,3,1,4,4,1,3,1,4,2,4,3,3,1,4
21,물리학개론,나,1,3,2,2,4,1,4,4,3,4,2,1,3,3,1,3,4,3,2,2
,,마,4,3,2,3,4,1,1,4,3,4,3,1,3,2,1,3,1,3,2,2
22,반응공학,나,2,3,4,3,4,3,4,3,2,2,1,1,2,4,3,3,1,4,2,2
,,마,3,3,4,2,4,3,1,3,2,2,4,1,2,1,3,3,4,4,2,2
23,방재관계법규,나,2,4,4,2,4,4,3,3,1,4,3,1,2,3,4,2,3,4,2,1
,,마,3,4,4,3,4,4,2,3,1,4,2,1,2,2,4,2,2,4,2,1
24,불어,나,3,2,2,1,1,3,3,4,1,4,2,1,1,2,2,3,3,2,4,3
,,마,2,2,2,4,1,3,2,4,1,4,3,1,1,3,2,3,2,2,4,3
25,생물학개론,나,2,4,1,1,2,4,1,4,3,3,4,3,3,3,3,4,1,2,3,1
,,마,3,4,1,4,2,4,4,4,3,3,1,3,3,2,3,4,4,2,3,1
26,세법,나,1,4,2,3,2,3,4,3,2,4,2,3,1,2,1,3,4,3,1,4
,,마,4,4,2,2,2,3,1,3,2,4,3,3,1,3,1,3,1,3,1,4
27,소프트웨어공학,나,4,1,4,4,4,3,4,2,3,2,3,2,3,1,1,1,3,2,3,1
,,마,1,1,4,1,4,3,1,2,3,2,2,2,3,4,1,1,2,2,3,1
28,수리수문학,나,4,2,4,2,3,3,1,3,2,1,2,3,1,1,2,4,4,3,1,1
,,마,1,2,4,3,3,3,4,3,2,1,3,3,1,4,2,4,1,3,1,1
연번,과목명,책형,1번,2번,3번,4번,5번,6번,7번,8번,9번,10번,11번,12번,13번,14번,15번,16번,17번,18번,19번,20번
29,스페인어,나,1,2,2,1,3,3,1,4,2,2,3,1,1,4,3,3,4,2,4,4
,,마,4,2,2,4,3,3,4,4,2,2,2,1,1,1,3,3,1,2,4,4
30,식용작물학,나,2,1,3,4,4,3,3,1,2,4,1,2,3,1,2,2,4,4,3,3
,,마,3,1,3,1,4,3,2,1,2,4,4,2,3,4,2,2,1,4,3,3
31,심리학,나,3,4,1,2,4,1,2,2,1,3,2,3,4,3,1,2,4,4,1,3
,,마,2,4,1,3,4,1,3,2,1,3,3,3,4,2,1,2,1,4,1,3
32,안전관리론,나,3,1,4,3,2,3,4,1,3,4,1,4,2,1,1,4,4,3,2,1
,,마,2,1,4,2,2,3,1,1,3,4,4,4,2,4,1,4,1,3,2,1
33,응용역학,나,1,2,1,2,2,3,3,3,2,4,3,3,4,3,1,1,4,3,1,2
,,마,4,2,1,3,2,3,2,3,2,4,2,3,4,2,1,1,1,3,1,2
34,인사·조직론,나,1,4,2,2,3,2,3,4,1,1,3,3,1,2,3,1,2,4,2,4
,,마,4,4,2,3,3,2,2,4,1,1,2,3,1,3,3,1,3,4,2,4
35,일어,나,4,2,1,1,2,2,4,4,4,3,2,3,2,1,4,1,3,2,3,2
,,마,1,2,1,4,2,2,1,4,4,3,3,3,2,4,4,1,2,2,3,2
36,임업경영학,나,2,2,2,3,3,4,4,1,4,2,1,2,3,3,4,4,2,1,1,4
,,마,3,2,2,2,3,4,1,1,4,2,4,2,3,2,4,4,3,1,1,4
37,자동제어,나,2,2,2,3,2,4,1,1,3,2,4,1,4,1,3,2,2,3,4,3
,,마,3,2,2,2,2,4,4,1,3,2,1,1,4,4,3,2,3,3,4,3
38,자료구조론,나,4,3,1,1,2,1,3,1,2,3,2,4,4,3,4,2,2,3,3,2
,,마,1,3,1,4,2,1,2,1,2,3,3,4,4,2,4,2,3,3,3,2
39,재난관리론,나,1,4,1,1,1,3,3,2,4,4,2,4,1,1,3,2,3,3,2,2
