연번,과목명,책형,1번,2번,3번,4번,5번,6번,7번,8번,9번,10번,11번,12번,13번,14번,15번,16번,17번,18번,19번,20번
1,경제학원론,B,1
1,3
3,3
3,1
4,2
2,3
3,4
1,1
1,1
1,1
4,4
4,2
2,1
1,3
2,2
2,4
4,4
1,4
4,3
3,1
4
,,D,,,,,,,,,,,,,,,,,,,,
2,국어,B,1
1,2
2,2
2,4
1,4
4,4
4,3
2,4
4,3
3,3
2,2
2,1
1,3
3,3
2,3
3,4
4,1
4,3
3,4
4,1
4
,,D,,,,,,,,,,,,,,,,,,,,
3,물리학개론,B,4
4,1
1,1
1,2
3,1
1,3
3,3
2,4
4,2
2,4
1,3
3,4
4,2
2,3
2,2
2,4
4,3
2,3
3,1
1,2
3
,,D,,,,,,,,,,,,,,,,,,,,
4,생물학개론,B,3
3,1
1,2
2,3
2,2
2,3
3,4
1,3
3,1
1,2
3,4
4,3
3,4
4,1
4,4
4,1
1,1
4,1
1,4
4,2
3
,,D,,,,,,,,,,,,,,,,,,,,
5,수의병리학,B,2
2,3
3,4
4,1
4,1
1,3
3,2
3,2
2,1
1,3
2,4
4,4
4,3
3,3
2,2
2,2
2,2
3,3
3,1
1,4
1
,,D,,,,,,,,,,,,,,,,,,,,
6,수의보건학,B,1
1,2
2,1
1,1
4,4
4,4
4,2
3,2
2,1
1,2
3,3
3,4
4,2
2,3
2,3
3,4
4,2
3,1
1,3
3,3
2
,,D,,,,,,,,,,,,,,,,,,,,
7,수의전염병학,B,1
1,4
4,2
2,1
4,2
2,1
1,4
1,3
3,2
2,2
3,4
4,3
3,1
1,3
2,2
2,4
4,1
4,2
2,1
1,3
2
,,D,,,,,,,,,,,,,,,,,,,,
8,영어,B,1
1,3
3,4
4,2
3,1
1,2
2,1
4,2
2,2
2,1
4,3
3,4
4,3
3,2
3,4
4,1
1,2
3,1
1,2
2,4
1
,,D,,,,,,,,,,,,,,,,,,,,
9,지방자치론,B,4
4,1
1,2
2,1
4,4
4,3
3,3
2,2
2,1
1,2
3,2
2,4
4,3
3,4
1,3
3,3
3,2
3,3
3,2
2,4
1
,,D,,,,,,,,,,,,,,,,,,,,
10,지역개발론,B,2
2,3
3,1
1,3
2,2
2,4
4,2
3,4
4,2
2,1
4,3
3,4
4,1
1,2
3,2
2,3
3,3
2,4
4,1
1,1
4
,,D,,,,,,,,,,,,,,,,,,,,
11,한국사,B,2
2,3
3,1
1,3
2,2
2,2
2,2
3,4
4,4
4,4
1,2
2,3
3,1
1,1
4,3
3,4
4,4
1,3
3,4
4,1
4
,,D,,,,,,,,,,,,,,,,,,,,
12,행정법,B,3
3,1
1,4
4,2
3,3
3,4
4,4
1,2
2,3
3,3
2,4
4,3
3,1
1,3
2,2
2,3
3,2
3,1
1,4
4,4
1
,,D,,,,,,,,,,,,,,,,,,,,
13,행정학,B,1
1,4
4,2
2,3
2,3
3,4
4,4
1,2
2,4
4,3
2,1
1,2
2,4
4,4
1,2
2,1
1,3
2,3
3,3
3,4
1
,,D,,,,,,,,,,,,,,,,,,,,
14,헌법,B,3
3,1
1,4
4,3
2,2
2,2
2,4
1,4
4,1
1,3
2,4
4,2
2,4
4,3
2,3
3,2
2,2
3,1
1,4
4,2
3
,,D,,,,,,,,,,,,,,,,,,,,
15,화학개론,B,3
3,1
1,3
3,2
3,3
3,2
2,4
1,1
1,4
4,3
2,1
1,2
2,4
4,2
3,2
2,4
4,4
1,4
4,1
1,2
3
,,D,,,,,,,,,,,,,,,,,,,,
